Access to Exercise Opportunities-Percent; NaturalBreaks
Data downloaded on 27-September-2023
Year,County_FIPS,County,State,Diagnosed Diabetes Percentage,Access to Exercise Opportunities
2018,53033,King County,Washington,7.6,95.289628629
2018,55061,Kewaunee County,Wisconsin,7.6,45.732477885
2018,56007,Carbon County,Wyoming,7.6,64.966949953
2018,56045,Weston County,Wyoming,7.6,28.232519423
2018,05083,Logan County,Arkansas,7.7,43.850937234
2018,05117,Prairie County,Arkansas,7.7,21.962134251
2018,05127,Scott County,Arkansas,7.7,46.470221668
2018,06035,Lassen County,California,7.7,44.338730477
2018,06103,Tehama County,California,7.7,51.077005499
2018,08001,Adams County,Colorado,7.7,92.4201149
2018,08099,Prowers County,Colorado,7.7,64.433112899
2018,12103,Pinellas County,Florida,7.7,97.287085589
2018,13111,Fannin County,Georgia,7.7,76.509585339
2018,13171,Lamar County,Georgia,7.7,43.063820495
2018,13241,Rabun County,Georgia,7.7,100
2018,17025,Clay County,Illinois,7.7,42.692725299
2018,17163,St. Clair County,Illinois,7.7,76.112732174
2018,17167,Sangamon County,Illinois,7.7,72.357126579
2018,18147,Spencer County,Indiana,7.7,39.16093929
2018,18151,Steuben County,Indiana,7.7,48.196577446
2018,19091,Humboldt County,Iowa,7.7,55.374426898
2018,19139,Muscatine County,Iowa,7.7,70.57433618
2018,19183,Washington County,Iowa,7.7,65.462587541
2018,20025,Clark County,Kansas,7.7,41.128668172
2018,20111,Lyon County,Kansas,7.7,56.153161175
2018,22049,Jackson Parish,Louisiana,7.7,6.4274302569
2018,22125,West Feliciana Parish,Louisiana,7.7,22.4384
2018,23007,Franklin County,Maine,7.7,33.183827353
2018,26061,Houghton County,Michigan,7.7,70.787375778
2018,26071,Iron County,Michigan,7.7,73.648134044
2018,26097,Mackinac County,Michigan,7.7,64.833978224
2018,26109,Menominee County,Michigan,7.7,56.66486329
2018,26137,Otsego County,Michigan,7.7,48.944711141
2018,27011,Big Stone County,Minnesota,7.7,62.725374834
2018,27119,Polk County,Minnesota,7.7,60.901898734
2018,27173,Yellow Medicine County,Minnesota,7.7,23.433607971
2018,29017,Bollinger County,Missouri,7.7,25.179972499
2018,29025,Caldwell County,Missouri,7.7,38.179117148
2018,29067,Douglas County,Missouri,7.7,36.999415376
2018,29079,Grundy County,Missouri,7.7,45.190527239
2018,29157,Perry County,Missouri,7.7,44.083074166
2018,30033,Garfield County,Montana,7.7,8.6235489221
2018,30053,Lincoln County,Montana,7.7,43.429674404
2018,31065,Furnas County,Nebraska,7.7,26.073805203
2018,31133,Pawnee County,Nebraska,7.7,1.4064190408
2018,32015,Lander County,Nevada,7.7,84.138528139
2018,33001,Belknap County,New Hampshire,7.7,64.507056317
2018,33013,Merrimack County,New Hampshire,7.7,77.346444057
2018,37019,Brunswick County,North Carolina,7.7,70.688162635
2018,37033,Caswell County,North Carolina,7.7,27.35781441
2018,37173,Swain County,North Carolina,7.7,96.044632001
2018,38009,Bottineau County,North Dakota,7.7,56.680665733
2018,38015,Burleigh County,North Dakota,7.7,69.945146849
2018,38075,Renville County,North Dakota,7.7,47.935222672
2018,38083,Sheridan County,North Dakota,7.7,39.288417865
2018,39051,Fulton County,Ohio,7.7,46.07944166
2018,39123,Ottawa County,Ohio,7.7,51.025876219
2018,41035,Klamath County,Oregon,7.7,53.043085267
2018,42049,Erie County,Pennsylvania,7.7,77.674771711
2018,42069,Lackawanna County,Pennsylvania,7.7,80.830267165
2018,46011,Brookings County,South Dakota,7.7,81.429688722
2018,46087,Mccook County,South Dakota,7.7,0.6051975792
2018,46089,Mcpherson County,South Dakota,7.7,21.146807645
2018,46123,Tripp County,South Dakota,7.7,45.216158753
2018,46135,Yankton County,South Dakota,7.7,80.105178715
2018,47003,Bedford County,Tennessee,7.7,50.983177238
2018,47129,Morgan County,Tennessee,7.7,25.68790649
2018,47135,Perry County,Tennessee,7.7,9.0461149716
2018,47175,Van Buren County,Tennessee,7.7,12.815428983
2018,48013,Atascosa County,Texas,7.7,36.866246577
2018,48161,Freestone County,Texas,7.7,29.117884538
2018,48221,Hood County,Texas,7.7,72.787308038
2018,48313,Madison County,Texas,7.7,No Data
2018,48375,Potter County,Texas,7.7,73.928951955
2018,48395,Robertson County,Texas,7.7,38.274575863
2018,48441,Taylor County,Texas,7.7,85.70483476
2018,48479,Webb County,Texas,7.7,92.30375863
2018,49025,Kane County,Utah,7.7,47.256140351
2018,50013,Grand Isle County,Vermont,7.7,30.444763271
2018,51036,Charles City County,Virginia,7.7,5.8296582139
2018,51045,Craig County,Virginia,7.7,94.527938343
2018,51125,Nelson County,Virginia,7.7,48.428761651
2018,51179,Stafford County,Virginia,7.7,73.922348617
2018,51690,Martinsville City,Virginia,7.7,82.613414369
2018,54073,Pleasants County,West Virginia,7.7,62.419460881
2018,55035,Eau Claire County,Wisconsin,7.7,70.841435748
2018,55039,Fond Du Lac County,Wisconsin,7.7,76.609959364
2018,02180,Nome Census Area,Alaska,7.8,45.638432364
2018,04003,Cochise County,Arizona,7.8,57.408676321
2018,06069,San Benito County,California,7.8,81.836110659
2018,06073,San Diego County,California,7.8,96.13428432
2018,06079,San Luis Obispo County,California,7.8,83.543059743
2018,06097,Sonoma County,California,7.8,91.162648436
2018,06113,Yolo County,California,7.8,94.183690235
2018,12017,Citrus County,Florida,7.8,75.414200346
2018,12061,Indian River County,Florida,7.8,73.086620106
2018,13007,Baker County,Georgia,7.8,No Data
2018,13083,Dade County,Georgia,7.8,64.516322972
2018,13085,Dawson County,Georgia,7.8,82.857142857
2018,13133,Greene County,Georgia,7.8,54.47042641
2018,13147,Hart County,Georgia,7.8,48.85178281
2018,13161,Jeff Davis County,Georgia,7.8,57.074595169
2018,13221,Oglethorpe County,Georgia,7.8,20.826901134
2018,13307,Webster County,Georgia,7.8,No Data
2018,16075,Payette County,Idaho,7.8,47.960040667
2018,17077,Jackson County,Illinois,7.8,71.026935468
2018,18015,Carroll County,Indiana,7.8,34.973951873
2018,18121,Parke County,Indiana,7.8,23.421189227
2018,18131,Pulaski County,Indiana,7.8,32.151917624
2018,19005,Allamakee County,Iowa,7.8,60.383810188
2018,19111,Lee County,Iowa,7.8,69.307344822
2018,19115,Louisa County,Iowa,7.8,43.927285501
2018,20029,Cloud County,Kansas,7.8,74.006084129
2018,20033,Comanche County,Kansas,7.8,46.430460074
2018,20121,Miami County,Kansas,7.8,58.187696343
2018,20171,Scott County,Kansas,7.8,73.358995138
2018,21041,Carroll County,Kentucky,7.8,55.397280548
2018,21141,Logan County,Kentucky,7.8,37.551704863
2018,21211,Shelby County,Kentucky,7.8,71.143699197
2018,21227,Warren County,Kentucky,7.8,58.941753375
2018,22043,Grant Parish,Louisiana,7.8,67.775337308
2018,22113,Vermilion Parish,Louisiana,7.8,58.504456973
2018,26059,Hillsdale County,Michigan,7.8,51.190884167
2018,26125,Oakland County,Michigan,7.8,90.771248592
2018,27003,Anoka County,Minnesota,7.8,92.997303865
2018,27059,Isanti County,Minnesota,7.8,30.484451026
2018,27085,Mcleod County,Minnesota,7.8,62.301165043
2018,29119,Mcdonald County,Missouri,7.8,24.199627431
2018,29179,Reynolds County,Missouri,7.8,43.847072879
2018,29211,Sullivan County,Missouri,7.8,43.08906762
2018,30049,Lewis And Clark County,Montana,7.8,68.606356968
2018,30109,Wibaux County,Montana,7.8,No Data
2018,31061,Franklin County,Nebraska,7.8,35.131782946
2018,31077,Greeley County,Nebraska,7.8,No Data
2018,31089,Holt County,Nebraska,7.8,47.704839483
2018,31095,Jefferson County,Nebraska,7.8,30.965946734
2018,31167,Stanton County,Nebraska,7.8,29.107521619
2018,31179,Wayne County,Nebraska,7.8,33.194372069
2018,32013,Humboldt County,Nevada,7.8,52.553242982
2018,33019,Sullivan County,New Hampshire,7.8,64.064286041
2018,34037,Sussex County,New Jersey,7.8,85.699259706
2018,38057,Mercer County,North Dakota,7.8,65.337132004
2018,38063,Nelson County,North Dakota,7.8,32.853486884
2018,39005,Ashland County,Ohio,7.8,53.956604377
2018,40061,Haskell County,Oklahoma,7.8,31.38851907
2018,40113,Osage County,Oklahoma,7.8,36.316144253
2018,41053,Polk County,Oregon,7.8,83.287137117
2018,42045,Delaware County,Pennsylvania,7.8,93.576860669
2018,42083,Mckean County,Pennsylvania,7.8,78.745684695
2018,46003,Aurora County,South Dakota,7.8,2.3616236162
2018,47033,Crockett County,Tennessee,7.8,1.3711778418
2018,47057,Grainger County,Tennessee,7.8,16.153948007
2018,47189,Wilson County,Tennessee,7.8,52.742712272
2018,48157,Fort Bend County,Texas,7.8,89.748964339
2018,48429,Stephens County,Texas,7.8,44.704049844
2018,49027,Millard County,Utah,7.8,53.243221627
2018,49041,Sevier County,Utah,7.8,49.956734929
2018,51071,Giles County,Virginia,7.8,78.682170543
2018,51157,Rappahannock County,Virginia,7.8,37.610199376
2018,51177,Spotsylvania County,Virginia,7.8,67.198542448
2018,51680,Lynchburg City,Virginia,7.8,91.237031548
2018,55081,Monroe County,Wisconsin,7.8,51.92174244
2018,56037,Sweetwater County,Wyoming,7.8,83.07309501
2018,02016,Aleutians West Census Area,Alaska,7.9,78.690882935
2018,02090,Fairbanks North Star Borough,Alaska,7.9,47.13417571
2018,05097,Montgomery County,Arkansas,7.9,97.40697797
2018,12015,Charlotte County,Florida,7.9,80.02537849
2018,12073,Leon County,Florida,7.9,82.78212765
2018,13053,Chattahoochee County,Georgia,7.9,52.667080856
2018,13149,Heard County,Georgia,7.9,No Data
2018,13209,Montgomery County,Georgia,7.9,7.4646497863
2018,13239,Quitman County,Georgia,7.9,33.187425388
2018,13273,Terrell County,Georgia,7.9,61.749865808
2018,13309,Wheeler County,Georgia,7.9,6.1177738849
2018,15007,Kauai County,Hawaii,7.9,90.752858058
2018,16079,Shoshone County,Idaho,7.9,89.847238543
2018,17023,Clark County,Illinois,7.9,49.972451791
2018,17035,Cumberland County,Illinois,7.9,0.914192614
2018,17073,Henry County,Illinois,7.9,72.869706453
2018,17127,Massac County,Illinois,7.9,55.609566401
2018,17137,Morgan County,Illinois,7.9,57.039975244
2018,18033,Dekalb County,Indiana,7.9,47.050185918
2018,18073,Jasper County,Indiana,7.9,53.727821256
2018,18175,Washington County,Indiana,7.9,33.490198854
2018,19177,Van Buren County,Iowa,7.9,39.815059445
2018,20083,Hodgeman County,Kansas,7.9,52.870563674
2018,20115,Marion County,Kansas,7.9,29.494470774
2018,20195,Trego County,Kansas,7.9,68.910363212
2018,21057,Cumberland County,Kentucky,7.9,6.9865810968
2018,21075,Fulton County,Kentucky,7.9,80.654630853
2018,21151,Madison County,Kentucky,7.9,70.665492788
2018,21205,Rowan County,Kentucky,7.9,95.752796469
2018,23031,York County,Maine,7.9,64.159873384
2018,25013,Hampden County,Massachusetts,7.9,89.627607931
2018,26013,Baraga County,Michigan,7.9,17.505643341
2018,27025,Chisago County,Minnesota,7.9,60.033032086
2018,27057,Hubbard County,Minnesota,7.9,45.579596632
2018,27093,Meeker County,Minnesota,7.9,51.184549356
2018,27111,Otter Tail County,Minnesota,7.9,42.05538977
2018,27147,Steele County,Minnesota,7.9,62.28127734
2018,28045,Hancock County,Mississippi,7.9,48.592046256
2018,29073,Gasconade County,Missouri,7.9,31.06030745
2018,30077,Powell County,Montana,7.9,80.034153978
2018,32017,Lincoln County,Nevada,7.9,52.666043031
2018,35041,Roosevelt County,New Mexico,7.9,75.325002519
2018,36055,Monroe County,New York,7.9,85.212213708
2018,36069,Ontario County,New York,7.9,71.972834496
2018,36111,Ulster County,New York,7.9,71.129851556
2018,37053,Currituck County,North Carolina,7.9,69.320932603
2018,37175,Transylvania County,North Carolina,7.9,85.711695376
2018,39159,Union County,Ohio,7.9,68.973231358
2018,40077,Latimer County,Oklahoma,7.9,43.311816389
2018,42105,Potter County,Pennsylvania,7.9,24.253880965
2018,46057,Hamlin County,South Dakota,7.9,5.1329832289
2018,47133,Overton County,Tennessee,7.9,31.743875379
2018,47173,Union County,Tennessee,7.9,8.8073682558
2018,48455,Trinity County,Texas,7.9,78.649297223
2018,48481,Wharton County,Texas,7.9,61.480135659
2018,50009,Essex County,Vermont,7.9,24.294322867
2018,51049,Cumberland County,Virginia,7.9,40.598885794
2018,51051,Dickenson County,Virginia,7.9,53.18493366
2018,51141,Patrick County,Virginia,7.9,24.348296376
2018,51181,Surry County,Virginia,7.9,7.9059223576
2018,55139,Winnebago County,Wisconsin,7.9,80.201085069
2018,02050,Bethel Census Area,Alaska,8,91.735731499
2018,04013,Maricopa County,Arizona,8,88.931436998
2018,05009,Boone County,Arkansas,8,49.33745224
2018,05061,Howard County,Arkansas,8,9.1812314163
2018,05089,Marion County,Arkansas,8,29.189935747
2018,06059,Orange County,California,8,99.340050867
2018,06089,Shasta County,California,8,67.93079905
2018,06115,Yuba County,California,8,75.843669877
2018,08123,Weld County,Colorado,8,78.329279146
2018,12081,Manatee County,Florida,8,85.866066976
2018,13003,Atkinson County,Georgia,8,No Data
2018,13049,Charlton County,Georgia,8,70.092843645
2018,13197,Marion County,Georgia,8,No Data
2018,13263,Talbot County,Georgia,8,12.600145666
2018,16051,Jefferson County,Idaho,8,51.025248661
2018,16055,Kootenai County,Idaho,8,77.058933961
2018,16087,Washington County,Idaho,8,65.503039812
2018,17081,Jefferson County,Illinois,8,43.122054241
2018,17099,Lasalle County,Illinois,8,72.341209929
2018,17113,Mclean County,Illinois,8,78.794258486
2018,17115,Macon County,Illinois,8,77.990033223
2018,17187,Warren County,Illinois,8,54.390918846
2018,18007,Benton County,Indiana,8,37.62141405
2018,18105,Monroe County,Indiana,8,82.99027353
2018,19087,Henry County,Iowa,8,63.191859022
2018,20017,Chase County,Kansas,8,67.455197133
2018,20039,Decatur County,Kansas,8,No Data
2018,20051,Ellis County,Kansas,8,69.264023619
2018,20067,Grant County,Kansas,8,77.992080726
2018,21003,Allen County,Kentucky,8,22.504509922
2018,21061,Edmonson County,Kentucky,8,41.707096456
2018,21077,Gallatin County,Kentucky,8,36.127605076
2018,25005,Bristol County,Massachusetts,8,87.006939821
2018,25023,Plymouth County,Massachusetts,8,79.999757536
2018,25027,Worcester County,Massachusetts,8,84.748144141
2018,26011,Arenac County,Michigan,8,42.51210768
2018,26019,Benzie County,Michigan,8,40.741797432
2018,26143,Roscommon County,Michigan,8,61.88801178
2018,26147,St. Clair County,Michigan,8,59.713567223
2018,27097,Morrison County,Minnesota,8,38.011325983
2018,27123,Ramsey County,Minnesota,8,99.569833281
2018,27129,Renville County,Minnesota,8,36.382708201
2018,28055,Issaquena County,Mississippi,8,8.1792318634
2018,29007,Audrain County,Missouri,8,52.559833914
2018,29015,Benton County,Missouri,8,21.730688497
2018,29121,Macon County,Missouri,8,46.537324939
2018,29145,Newton County,Missouri,8,45.056268713
2018,29167,Polk County,Missouri,8,47.114365546
2018,31107,Knox County,Nebraska,8,45.879783933
2018,31109,Lancaster County,Nebraska,8,95.088417593
2018,32007,Elko County,Nevada,8,65.912163546
2018,33003,Carroll County,New Hampshire,8,64.827052574
2018,33005,Cheshire County,New Hampshire,8,57.700636695
2018,34041,Warren County,New Jersey,8,81.592021492
2018,35007,Colfax County,New Mexico,8,68.385454545
2018,35043,Sandoval County,New Mexico,8,79.110070614
2018,36031,Essex County,New York,8,100
2018,36043,Herkimer County,New York,8,56.946015902
2018,37007,Anson County,North Carolina,8,18.075552917
2018,37029,Camden County,North Carolina,8,36.983967936
2018,37087,Haywood County,North Carolina,8,81.360525781
2018,39027,Clinton County,Ohio,8,40.0547098
2018,39069,Henry County,Ohio,8,37.08311182
2018,39169,Wayne County,Ohio,8,58.341774363
2018,40005,Atoka County,Oklahoma,8,24.495839797
2018,40029,Coal County,Oklahoma,8,45.012658228
2018,40085,Love County,Oklahoma,8,24.068767908
2018,40151,Woods County,Oklahoma,8,27.720207254
2018,41039,Lane County,Oregon,8,88.705912458
2018,42031,Clarion County,Pennsylvania,8,49.924977493
2018,42043,Dauphin County,Pennsylvania,8,70.11152555
2018,42109,Snyder County,Pennsylvania,8,63.155508539
2018,42115,Susquehanna County,Pennsylvania,8,32.334624965
2018,42117,Tioga County,Pennsylvania,8,43.614968676
2018,46035,Davison County,South Dakota,8,78.230106645
2018,46099,Minnehaha County,South Dakota,8,90.15684377
2018,46125,Turner County,South Dakota,8,30.609799928
2018,47027,Clay County,Tennessee,8,7.5944536319
2018,47165,Sumner County,Tennessee,8,51.925674624
2018,48209,Hays County,Texas,8,79.146059692
2018,48339,Montgomery County,Texas,8,83.331285409
2018,48419,Shelby County,Texas,8,33.652939327
2018,48451,Tom Green County,Texas,8,70.553599942
2018,49013,Duchesne County,Utah,8,50.137045198
2018,49039,Sanpete County,Utah,8,42.958809575
2018,50021,Rutland County,Vermont,8,69.549982155
2018,51137,Orange County,Virginia,8,58.454048565
2018,53005,Benton County,Washington,8,66.955136804
2018,55011,Buffalo County,Wisconsin,8,56.230220063
2018,55077,Marquette County,Wisconsin,8,25.85042846
2018,55103,Richland County,Wisconsin,8,33.555296598
2018,55137,Waushara County,Wisconsin,8,15.398432397
2018,56017,Hot Springs County,Wyoming,8,76.641729011
2018,05073,Lafayette County,Arkansas,8.1,10.477436233
2018,06015,Del Norte County,California,8.1,59.017825935
2018,06095,Solano County,California,8.1,95.424150345
2018,08003,Alamosa County,Colorado,8.1,76.607316284
2018,08021,Conejos County,Colorado,8.1,5.8018410853
2018,08075,Logan County,Colorado,8.1,78.391827029
2018,13211,Morgan County,Georgia,8.1,23.516901724
2018,13223,Paulding County,Georgia,8.1,68.178241196
2018,13243,Randolph County,Georgia,8.1,No Data
2018,13317,Wilkes County,Georgia,8.1,59.057868404
2018,15009,Maui County,Hawaii,8.1,86.925352313
2018,17051,Fayette County,Illinois,8.1,43.351400181
2018,17089,Kane County,Illinois,8.1,93.980619832
2018,17101,Lawrence County,Illinois,8.1,36.404681281
2018,17121,Marion County,Illinois,8.1,56.094530517
2018,17153,Pulaski County,Illinois,8.1,38.857328356
2018,17177,Stephenson County,Illinois,8.1,52.826392237
2018,17179,Tazewell County,Illinois,8.1,80.23250661
2018,18029,Dearborn County,Indiana,8.1,58.8726597
2018,18057,Hamilton County,Indiana,8.1,85.805753745
2018,18087,Lagrange County,Indiana,8.1,10.576923077
2018,18117,Orange County,Indiana,8.1,62.424395161
2018,18143,Scott County,Indiana,8.1,42.649187379
2018,19037,Chickasaw County,Iowa,8.1,63.421496905
2018,19055,Delaware County,Iowa,8.1,53.101778879
2018,19165,Shelby County,Iowa,8.1,44.201528725
2018,20055,Finney County,Kansas,8.1,66.668479443
2018,20069,Gray County,Kansas,8.1,47.818847819
2018,20089,Jewell County,Kansas,8.1,2.0799480013
2018,21055,Crittenden County,Kentucky,8.1,15.813204509
2018,21157,Marshall County,Kentucky,8.1,48.092088527
2018,21171,Monroe County,Kentucky,8.1,40.125877953
2018,22091,St. Helena Parish,Louisiana,8.1,No Data
2018,26023,Branch County,Michigan,8.1,53.984706506
2018,26119,Montmorency County,Michigan,8.1,13.241167435
2018,26161,Washtenaw County,Michigan,8.1,87.087539988
2018,27083,Lyon County,Minnesota,8.1,78.617008934
2018,27099,Mower County,Minnesota,8.1,57.597732554
2018,27149,Stevens County,Minnesota,8.1,70.707382274
2018,27151,Swift County,Minnesota,8.1,34.815496269
2018,27157,Wabasha County,Minnesota,8.1,86.69496217
2018,27159,Wadena County,Minnesota,8.1,13.588095066
2018,29037,Cass County,Missouri,8.1,57.603691268
2018,29051,Cole County,Missouri,8.1,70.846163969
2018,29103,Knox County,Missouri,8.1,No Data
2018,29107,Lafayette County,Missouri,8.1,32.257871244
2018,29151,Osage County,Missouri,8.1,30.479896239
2018,29205,Shelby County,Missouri,8.1,34.583398713
2018,30015,Chouteau County,Montana,8.1,32.341303974
2018,30045,Judith Basin County,Montana,8.1,7.8667953668
2018,31041,Custer County,Nebraska,8.1,43.459182741
2018,37103,Jones County,North Carolina,8.1,47.463803802
2018,37119,Mecklenburg County,North Carolina,8.1,87.484178385
2018,37159,Rowan County,North Carolina,8.1,60.542664779
2018,37177,Tyrrell County,North Carolina,8.1,65.486725664
2018,37179,Union County,North Carolina,8.1,62.255330565
2018,38017,Cass County,North Dakota,8.1,81.125398924
2018,39091,Logan County,Ohio,8.1,56.945353046
2018,40065,Jackson County,Oklahoma,8.1,44.490660213
2018,40141,Tillman County,Oklahoma,8.1,45.545545546
2018,41007,Clatsop County,Oregon,8.1,83.868354977
2018,41051,Multnomah County,Oregon,8.1,98.662920523
2018,46019,Butte County,South Dakota,8.1,61.295746785
2018,47005,Benton County,Tennessee,8.1,41.348777973
2018,47043,Dickson County,Tennessee,8.1,48.997301977
2018,48001,Anderson County,Texas,8.1,26.492524548
2018,48181,Grayson County,Texas,8.1,68.648295375
2018,48183,Gregg County,Texas,8.1,81.772775815
2018,48185,Grimes County,Texas,8.1,39.32867238
2018,48281,Lampasas County,Texas,8.1,69.360166692
2018,48287,Lee County,Texas,8.1,44.100650132
2018,48325,Medina County,Texas,8.1,52.680085206
2018,48367,Parker County,Texas,8.1,55.730498516
2018,48405,San Augustine County,Texas,8.1,41.026508742
2018,48477,Washington County,Texas,8.1,59.792988908
2018,51011,Appomattox County,Virginia,8.1,50.130234422
2018,51085,Hanover County,Virginia,8.1,78.061944864
2018,53001,Adams County,Washington,8.1,62.809696711
2018,53069,Wahkiakum County,Washington,8.1,No Data
2018,55031,Douglas County,Wisconsin,8.1,65.255100885
2018,55121,Trempealeau County,Wisconsin,8.1,69.662687396
2018,02070,Dillingham Census Area,Alaska,8.2,46.52362286
2018,02122,Kenai Peninsula Borough,Alaska,8.2,58.608303249
2018,02170,Matanuska-Susitna Borough,Alaska,8.2,30.119669644
2018,05067,Jackson County,Arkansas,8.2,31.28299161
2018,05095,Monroe County,Arkansas,8.2,39.477236471
2018,06033,Lake County,California,8.2,84.269697673
2018,06053,Monterey County,California,8.2,88.853097285
2018,08109,Saguache County,Colorado,8.2,20.30124427
2018,13043,Candler County,Georgia,8.2,54.128023277
2018,13159,Jasper County,Georgia,8.2,55.395683453
2018,13165,Jenkins County,Georgia,8.2,51.642685851
2018,13229,Pierce County,Georgia,8.2,60.51817891
2018,17085,Jo Daviess County,Illinois,8.2,60.781374019
2018,18129,Posey County,Indiana,8.2,23.419529139
2018,19013,Black Hawk County,Iowa,8.2,75.944007933
2018,19021,Buena Vista County,Iowa,8.2,64.111549852
2018,19113,Linn County,Iowa,8.2,84.109910712
2018,19123,Mahaska County,Iowa,8.2,71.417720388
2018,19171,Tama County,Iowa,8.2,48.781448753
2018,20003,Anderson County,Kansas,8.2,48.580597383
2018,20005,Atchison County,Kansas,8.2,67.265421886
2018,20123,Mitchell County,Kansas,8.2,16.679742664
2018,20129,Morton County,Kansas,8.2,86.081039282
2018,21113,Jessamine County,Kentucky,8.2,78.788128267
2018,25009,Essex County,Massachusetts,8.2,92.979026023
2018,26021,Berrien County,Michigan,8.2,75.893580252
2018,26129,Ogemaw County,Michigan,8.2,42.218535416
2018,27091,Martin County,Minnesota,8.2,53.704414587
2018,27169,Winona County,Minnesota,8.2,91.356561279
2018,29045,Clark County,Missouri,8.2,43.115282252
2018,29063,Dekalb County,Missouri,8.2,54.5221843
2018,29105,Laclede County,Missouri,8.2,46.81903798
2018,29149,Oregon County,Missouri,8.2,64.415035383
2018,29169,Pulaski County,Missouri,8.2,71.155832728
2018,29175,Randolph County,Missouri,8.2,46.356339026
2018,29223,Wayne County,Missouri,8.2,53.783004216
2018,30083,Richland County,Montana,8.2,46.213831315
2018,31003,Antelope County,Nebraska,8.2,8.990276739
2018,31033,Cheyenne County,Nebraska,8.2,65.693138628
2018,31053,Dodge County,Nebraska,8.2,85.873920035
2018,31119,Madison County,Nebraska,8.2,75.590664067
2018,31125,Nance County,Nebraska,8.2,51.137884873
2018,36025,Delaware County,New York,8.2,52.469779075
2018,37039,Cherokee County,North Carolina,8.2,98.557061653
2018,37121,Mitchell County,North Carolina,8.2,100
2018,39055,Geauga County,Ohio,8.2,67.825975222
2018,40053,Grant County,Oklahoma,8.2,No Data
2018,40139,Texas County,Oklahoma,8.2,55.639534884
2018,41041,Lincoln County,Oregon,8.2,85.221792588
2018,42027,Centre County,Pennsylvania,8.2,81.572829405
2018,42077,Lehigh County,Pennsylvania,8.2,75.091059437
2018,42095,Northampton County,Pennsylvania,8.2,79.303071523
2018,46103,Pennington County,South Dakota,8.2,88.671395174
2018,47123,Monroe County,Tennessee,8.2,70.154316135
2018,48113,Dallas County,Texas,8.2,95.676605132
2018,49021,Iron County,Utah,8.2,62.058358426
2018,51095,James City County,Virginia,8.2,86.45405841
2018,51683,Manassas City,Virginia,8.2,98.918590201
2018,53035,Kitsap County,Washington,8.2,77.93639227
2018,55021,Columbia County,Wisconsin,8.2,63.931166752
2018,01029,Cleburne County,Alabama,8.3,41.069997328
2018,06005,Amador County,California,8.3,70.74111995
2018,06045,Mendocino County,California,8.3,65.473981398
2018,06085,Santa Clara County,California,8.3,98.380258211
2018,09011,New London County,Connecticut,8.3,83.961613545
2018,12089,Nassau County,Florida,8.3,67.91199498
2018,13059,Clarke County,Georgia,8.3,75.275459671
2018,16063,Lincoln County,Idaho,8.3,No Data
2018,16071,Oneida County,Idaho,8.3,11.362575828
2018,19059,Dickinson County,Iowa,8.3,87.028259435
2018,19083,Hardin County,Iowa,8.3,77.940002281
2018,19105,Jones County,Iowa,8.3,64.730109507
2018,20041,Dickinson County,Kansas,8.3,52.936114205
2018,20109,Logan County,Kansas,8.3,75.253991292
2018,20135,Ness County,Kansas,8.3,No Data
2018,20143,Ottawa County,Kansas,8.3,2.0193728452
2018,21087,Green County,Kentucky,8.3,No Data
2018,21179,Nelson County,Kentucky,8.3,72.134355503
2018,22063,Livingston Parish,Louisiana,8.3,70.600503023
2018,25003,Berkshire County,Massachusetts,8.3,73.8886899
2018,25025,Suffolk County,Massachusetts,8.3,99.669816612
2018,26039,Crawford County,Michigan,8.3,69.113258491
2018,26067,Ionia County,Michigan,8.3,59.76371176
2018,27063,Jackson County,Minnesota,8.3,51.480615624
2018,27073,Lac Qui Parle County,Minnesota,8.3,27.400468384
2018,27161,Waseca County,Minnesota,8.3,71.357650502
2018,28089,Madison County,Mississippi,8.3,73.37478861
2018,29009,Barry County,Missouri,8.3,47.725931961
2018,29049,Clinton County,Missouri,8.3,42.274502242
2018,29083,Henry County,Missouri,8.3,36.956716954
2018,29093,Iron County,Missouri,8.3,75.221072437
2018,29159,Pettis County,Missouri,8.3,65.422620317
2018,29163,Pike County,Missouri,8.3,28.008209116
2018,36001,Albany County,New York,8.3,84.334525516
2018,36027,Dutchess County,New York,8.3,70.069044802
2018,36103,Suffolk County,New York,8.3,86.339772994
2018,37003,Alexander County,North Carolina,8.3,18.544007742
2018,37079,Greene County,North Carolina,8.3,11.169366164
2018,37089,Henderson County,North Carolina,8.3,78.185310099
2018,37111,Mcdowell County,North Carolina,8.3,59.158591875
2018,37185,Warren County,North Carolina,8.3,14.176044249
2018,38005,Benson County,North Dakota,8.3,48.678678679
2018,38021,Dickey County,North Dakota,8.3,42.29532993
2018,38031,Foster County,North Dakota,8.3,67.932994316
2018,38037,Grant County,North Dakota,8.3,30.07518797
2018,38099,Walsh County,North Dakota,8.3,41.163773721
2018,39103,Medina County,Ohio,8.3,86.868370355
2018,40039,Custer County,Oklahoma,8.3,53.365612145
2018,40047,Garfield County,Oklahoma,8.3,61.994057445
2018,40055,Greer County,Oklahoma,8.3,44.798845969
2018,40103,Noble County,Oklahoma,8.3,48.862555142
2018,41029,Jackson County,Oregon,8.3,78.934677126
2018,42003,Allegheny County,Pennsylvania,8.3,90.027776234
2018,42129,Westmoreland County,Pennsylvania,8.3,79.617930328
2018,46009,Bon Homme County,South Dakota,8.3,22.673267327
2018,46023,Charles Mix County,South Dakota,8.3,25.873589659
