Limited Access To Healthy Foods-Percent; NaturalBreaks
Data downloaded on 27-September-2023
Year,County_FIPS,County,State,Diagnosed Diabetes Percentage,Limited Access To Healthy Foods
2018,38041,Hettinger County,North Dakota,7.6,29.179767008
2018,38047,Logan County,North Dakota,7.6,26.133687997
2018,39127,Perry County,Ohio,7.6,1.7810253328
2018,39163,Vinton County,Ohio,7.6,2.4093930921
2018,41005,Clackamas County,Oregon,7.6,3.3486454454
2018,41049,Morrow County,Oregon,7.6,1.4546033235
2018,41063,Wallowa County,Oregon,7.6,10.703037311
2018,42111,Somerset County,Pennsylvania,7.6,5.7525208554
2018,46039,Deuel County,South Dakota,7.6,9.9532614086
2018,46049,Faulk County,South Dakota,7.6,18.779674583
2018,48059,Callahan County,Texas,7.6,9.0247150358
2018,48135,Ector County,Texas,7.6,7.1804476729
2018,48197,Hardeman County,Texas,7.6,7.8109149745
2018,48381,Randall County,Texas,7.6,2.3823990382
2018,49023,Juab County,Utah,7.6,13.015132676
2018,49029,Morgan County,Utah,7.6,0.057704153
2018,49035,Salt Lake County,Utah,7.6,2.621184775
2018,50005,Caledonia County,Vermont,7.6,1.6712330391
2018,51003,Albemarle County,Virginia,7.6,3.5266637922
2018,51021,Bland County,Virginia,7.6,5.1961147263
2018,51115,Mathews County,Virginia,7.6,No Data
2018,51685,Manassas Park City,Virginia,7.6,10.172288966
2018,53033,King County,Washington,7.6,2.4562498659
2018,55061,Kewaunee County,Wisconsin,7.6,0.0942432711
2018,56007,Carbon County,Wyoming,7.6,18.976654138
2018,56045,Weston County,Wyoming,7.6,8.7510150366
2018,05083,Logan County,Arkansas,7.7,8.5999770086
2018,05117,Prairie County,Arkansas,7.7,2.1533284376
2018,05127,Scott County,Arkansas,7.7,20.810097776
2018,06035,Lassen County,California,7.7,9.3014496691
2018,06103,Tehama County,California,7.7,9.966780398
2018,08001,Adams County,Colorado,7.7,4.7352981235
2018,08099,Prowers County,Colorado,7.7,12.622169224
2018,12103,Pinellas County,Florida,7.7,5.1209154304
2018,13111,Fannin County,Georgia,7.7,0.4166368397
2018,13171,Lamar County,Georgia,7.7,9.1172568019
2018,13241,Rabun County,Georgia,7.7,0.088043444
2018,17025,Clay County,Illinois,7.7,5.6117841789
2018,17163,St. Clair County,Illinois,7.7,12.993697077
2018,17167,Sangamon County,Illinois,7.7,5.9575565853
2018,18147,Spencer County,Indiana,7.7,0.0134387288
2018,18151,Steuben County,Indiana,7.7,11.459214662
2018,19091,Humboldt County,Iowa,7.7,7.4685004687
2018,19139,Muscatine County,Iowa,7.7,5.5627270442
2018,19183,Washington County,Iowa,7.7,3.0008834986
2018,20025,Clark County,Kansas,7.7,33.325710428
2018,20111,Lyon County,Kansas,7.7,5.7929998428
2018,22049,Jackson Parish,Louisiana,7.7,10.726576764
2018,22125,West Feliciana Parish,Louisiana,7.7,14.857102689
2018,23007,Franklin County,Maine,7.7,5.5417093815
2018,26061,Houghton County,Michigan,7.7,5.0958562478
2018,26071,Iron County,Michigan,7.7,5.788461815
2018,26097,Mackinac County,Michigan,7.7,13.979010123
2018,26109,Menominee County,Michigan,7.7,5.3439499545
2018,26137,Otsego County,Michigan,7.7,10.596964619
2018,27011,Big Stone County,Minnesota,7.7,9.8389443848
2018,27119,Polk County,Minnesota,7.7,8.5637012182
2018,27173,Yellow Medicine County,Minnesota,7.7,9.4507040594
2018,29017,Bollinger County,Missouri,7.7,11.604181361
2018,29025,Caldwell County,Missouri,7.7,7.8398145258
2018,29067,Douglas County,Missouri,7.7,19.65198433
2018,29079,Grundy County,Missouri,7.7,13.692707879
2018,29157,Perry County,Missouri,7.7,4.8505571098
2018,30033,Garfield County,Montana,7.7,18.465986317
2018,30053,Lincoln County,Montana,7.7,2.7128230529
2018,31065,Furnas County,Nebraska,7.7,1.0089417806
2018,31133,Pawnee County,Nebraska,7.7,5.4235624279
2018,32015,Lander County,Nevada,7.7,4.1816889314
2018,33001,Belknap County,New Hampshire,7.7,2.2554230305
2018,33013,Merrimack County,New Hampshire,7.7,3.0910014171
2018,37019,Brunswick County,North Carolina,7.7,8.6126302836
2018,37033,Caswell County,North Carolina,7.7,3.0131167971
2018,37173,Swain County,North Carolina,7.7,1.5116342342
2018,38009,Bottineau County,North Dakota,7.7,10.461652457
2018,38015,Burleigh County,North Dakota,7.7,4.604923262
2018,38075,Renville County,North Dakota,7.7,13.513780875
2018,38083,Sheridan County,North Dakota,7.7,28.924708076
2018,39051,Fulton County,Ohio,7.7,5.9241403141
2018,39123,Ottawa County,Ohio,7.7,8.9571072726
2018,41035,Klamath County,Oregon,7.7,12.771875256
2018,42049,Erie County,Pennsylvania,7.7,13.742949526
2018,42069,Lackawanna County,Pennsylvania,7.7,4.0669239246
2018,46011,Brookings County,South Dakota,7.7,16.445802103
2018,46087,Mccook County,South Dakota,7.7,11.407618818
2018,46089,Mcpherson County,South Dakota,7.7,23.20861746
2018,46123,Tripp County,South Dakota,7.7,12.164204572
2018,46135,Yankton County,South Dakota,7.7,9.2732273719
2018,47003,Bedford County,Tennessee,7.7,8.9272984831
2018,47129,Morgan County,Tennessee,7.7,6.8142811537
2018,47135,Perry County,Tennessee,7.7,13.717444494
2018,47175,Van Buren County,Tennessee,7.7,0.8868503657
2018,48013,Atascosa County,Texas,7.7,5.8302307533
2018,48161,Freestone County,Texas,7.7,8.7157285867
2018,48221,Hood County,Texas,7.7,5.3795437037
2018,48313,Madison County,Texas,7.7,13.322006066
2018,48375,Potter County,Texas,7.7,11.7467489
2018,48395,Robertson County,Texas,7.7,9.7046454388
2018,48441,Taylor County,Texas,7.7,9.9455816603
2018,48479,Webb County,Texas,7.7,9.6706213932
2018,49025,Kane County,Utah,7.7,14.374069557
2018,50013,Grand Isle County,Vermont,7.7,0.4448035957
2018,51036,Charles City County,Virginia,7.7,0.7185726776
2018,51045,Craig County,Virginia,7.7,3.6064907536
2018,51125,Nelson County,Virginia,7.7,2.1073213848
2018,51179,Stafford County,Virginia,7.7,4.3266486404
2018,51690,Martinsville City,Virginia,7.7,14.197569522
2018,54073,Pleasants County,West Virginia,7.7,0.001049885
2018,55035,Eau Claire County,Wisconsin,7.7,7.5831329516
2018,55039,Fond Du Lac County,Wisconsin,7.7,6.6865654859
2018,02180,Nome Census Area,Alaska,7.8,15.195473029
2018,04003,Cochise County,Arizona,7.8,15.553432777
2018,06069,San Benito County,California,7.8,2.6969636936
2018,06073,San Diego County,California,7.8,2.7630608032
2018,06079,San Luis Obispo County,California,7.8,4.0541898322
2018,06097,Sonoma County,California,7.8,2.5819329266
2018,06113,Yolo County,California,7.8,2.8844906943
2018,12017,Citrus County,Florida,7.8,15.663662434
2018,12061,Indian River County,Florida,7.8,13.378994846
2018,13007,Baker County,Georgia,7.8,28.043420129
2018,13083,Dade County,Georgia,7.8,No Data
2018,13085,Dawson County,Georgia,7.8,0.2594398853
2018,13133,Greene County,Georgia,7.8,10.015364327
2018,13147,Hart County,Georgia,7.8,No Data
2018,13161,Jeff Davis County,Georgia,7.8,18.026236086
2018,13221,Oglethorpe County,Georgia,7.8,2.5047020688
2018,13307,Webster County,Georgia,7.8,1.1133160788
2018,16075,Payette County,Idaho,7.8,7.2393028733
2018,17077,Jackson County,Illinois,7.8,15.135822708
2018,18015,Carroll County,Indiana,7.8,0.4418599623
2018,18121,Parke County,Indiana,7.8,6.474342215
2018,18131,Pulaski County,Indiana,7.8,3.5631765937
2018,19005,Allamakee County,Iowa,7.8,3.4786026731
2018,19111,Lee County,Iowa,7.8,12.790906337
2018,19115,Louisa County,Iowa,7.8,0.3247159186
2018,20029,Cloud County,Kansas,7.8,13.956364513
2018,20033,Comanche County,Kansas,7.8,3.2214728284
2018,20121,Miami County,Kansas,7.8,6.6664402167
2018,20171,Scott County,Kansas,7.8,4.5010553179
2018,21041,Carroll County,Kentucky,7.8,No Data
2018,21141,Logan County,Kentucky,7.8,3.3620940346
2018,21211,Shelby County,Kentucky,7.8,0.3431525345
2018,21227,Warren County,Kentucky,7.8,5.4569722705
2018,22043,Grant Parish,Louisiana,7.8,8.844325829
2018,22113,Vermilion Parish,Louisiana,7.8,3.7031698578
2018,26059,Hillsdale County,Michigan,7.8,2.2616055157
2018,26125,Oakland County,Michigan,7.8,4.3709239607
2018,27003,Anoka County,Minnesota,7.8,6.5116640157
2018,27059,Isanti County,Minnesota,7.8,7.7611701547
2018,27085,Mcleod County,Minnesota,7.8,11.926943338
2018,29119,Mcdonald County,Missouri,7.8,1.8037896147
2018,29179,Reynolds County,Missouri,7.8,18.245601233
2018,29211,Sullivan County,Missouri,7.8,10.512144824
2018,30049,Lewis And Clark County,Montana,7.8,4.2666426387
2018,30109,Wibaux County,Montana,7.8,44.249341202
2018,31061,Franklin County,Nebraska,7.8,13.500500065
2018,31077,Greeley County,Nebraska,7.8,20.601020654
2018,31089,Holt County,Nebraska,7.8,8.5327430896
2018,31095,Jefferson County,Nebraska,7.8,9.8860434734
2018,31167,Stanton County,Nebraska,7.8,1.5867049662
2018,31179,Wayne County,Nebraska,7.8,2.4386893635
2018,32013,Humboldt County,Nevada,7.8,5.1840429057
2018,33019,Sullivan County,New Hampshire,7.8,8.4695280088
2018,34037,Sussex County,New Jersey,7.8,5.3458590877
2018,38057,Mercer County,North Dakota,7.8,4.219514479
2018,38063,Nelson County,North Dakota,7.8,26.458984029
2018,39005,Ashland County,Ohio,7.8,1.5133460761
2018,40061,Haskell County,Oklahoma,7.8,17.737623968
2018,40113,Osage County,Oklahoma,7.8,16.009630807
2018,41053,Polk County,Oregon,7.8,8.0751830267
2018,42045,Delaware County,Pennsylvania,7.8,2.3848901772
2018,42083,Mckean County,Pennsylvania,7.8,0.7130380203
2018,46003,Aurora County,South Dakota,7.8,16.918053895
2018,47033,Crockett County,Tennessee,7.8,6.5417581261
2018,47057,Grainger County,Tennessee,7.8,No Data
2018,47189,Wilson County,Tennessee,7.8,5.8100666154
2018,48157,Fort Bend County,Texas,7.8,5.9138341419
2018,48429,Stephens County,Texas,7.8,13.473399591
2018,49027,Millard County,Utah,7.8,5.0295420822
2018,49041,Sevier County,Utah,7.8,1.3201657759
2018,51071,Giles County,Virginia,7.8,0.3608224444
2018,51157,Rappahannock County,Virginia,7.8,5.1290811898
2018,51177,Spotsylvania County,Virginia,7.8,4.9793041647
2018,51680,Lynchburg City,Virginia,7.8,8.0284764252
2018,55081,Monroe County,Wisconsin,7.8,6.5717891811
2018,56037,Sweetwater County,Wyoming,7.8,5.2266239428
2018,02016,Aleutians West Census Area,Alaska,7.9,7.8084301032
2018,02090,Fairbanks North Star Borough,Alaska,7.9,7.7312017214
2018,05097,Montgomery County,Arkansas,7.9,10.536505923
2018,12015,Charlotte County,Florida,7.9,13.804222709
2018,12073,Leon County,Florida,7.9,9.3984582087
2018,13053,Chattahoochee County,Georgia,7.9,39.34128842
2018,13149,Heard County,Georgia,7.9,1.1195521836
2018,13209,Montgomery County,Georgia,7.9,4.0246121707
2018,13239,Quitman County,Georgia,7.9,1.3852712605
2018,13273,Terrell County,Georgia,7.9,2.674123192
2018,13309,Wheeler County,Georgia,7.9,3.1698620323
2018,15007,Kauai County,Hawaii,7.9,7.3890132414
2018,16079,Shoshone County,Idaho,7.9,4.1356820164
2018,17023,Clark County,Illinois,7.9,9.7732760077
2018,17035,Cumberland County,Illinois,7.9,0.1449168482
2018,17073,Henry County,Illinois,7.9,9.1630874492
2018,17127,Massac County,Illinois,7.9,3.395242111
2018,17137,Morgan County,Illinois,7.9,13.359792533
2018,18033,Dekalb County,Indiana,7.9,8.8495170607
2018,18073,Jasper County,Indiana,7.9,3.5126005275
2018,18175,Washington County,Indiana,7.9,3.1299811234
2018,19177,Van Buren County,Iowa,7.9,8.4002660205
2018,20083,Hodgeman County,Kansas,7.9,8.9071185209
2018,20115,Marion County,Kansas,7.9,10.092269993
2018,20195,Trego County,Kansas,7.9,2.797494446
2018,21057,Cumberland County,Kentucky,7.9,0.8035657292
2018,21075,Fulton County,Kentucky,7.9,0.0266333504
2018,21151,Madison County,Kentucky,7.9,11.999905554
2018,21205,Rowan County,Kentucky,7.9,1.3468327453
2018,23031,York County,Maine,7.9,3.3422944005
2018,25013,Hampden County,Massachusetts,7.9,4.8009759742
2018,26013,Baraga County,Michigan,7.9,4.5129067649
2018,27025,Chisago County,Minnesota,7.9,4.8904735219
2018,27057,Hubbard County,Minnesota,7.9,6.3027634558
2018,27093,Meeker County,Minnesota,7.9,7.8239863256
2018,27111,Otter Tail County,Minnesota,7.9,5.9728008247
2018,27147,Steele County,Minnesota,7.9,5.1229764121
2018,28045,Hancock County,Mississippi,7.9,15.447618362
2018,29073,Gasconade County,Missouri,7.9,2.7977301657
2018,30077,Powell County,Montana,7.9,5.8668195929
2018,32017,Lincoln County,Nevada,7.9,14.591519342
2018,35041,Roosevelt County,New Mexico,7.9,14.749646724
2018,36055,Monroe County,New York,7.9,6.8604010802
2018,36069,Ontario County,New York,7.9,3.0467930002
2018,36111,Ulster County,New York,7.9,6.136865652
2018,37053,Currituck County,North Carolina,7.9,0.464772768
2018,37175,Transylvania County,North Carolina,7.9,2.9514132769
2018,39159,Union County,Ohio,7.9,8.379692834
2018,40077,Latimer County,Oklahoma,7.9,7.4342020345
2018,42105,Potter County,Pennsylvania,7.9,1.473450567
2018,46057,Hamlin County,South Dakota,7.9,24.882439201
2018,47133,Overton County,Tennessee,7.9,0.221175919
2018,47173,Union County,Tennessee,7.9,0.7238890054
2018,48455,Trinity County,Texas,7.9,7.7912952654
2018,48481,Wharton County,Texas,7.9,4.7808768425
2018,50009,Essex County,Vermont,7.9,10.024634399
2018,51049,Cumberland County,Virginia,7.9,19.47060147
2018,51051,Dickenson County,Virginia,7.9,No Data
2018,51141,Patrick County,Virginia,7.9,3.1404478613
2018,51181,Surry County,Virginia,7.9,7.8276750447
2018,55139,Winnebago County,Wisconsin,7.9,8.0546282011
2018,02050,Bethel Census Area,Alaska,8,39.85265045
2018,04013,Maricopa County,Arizona,8,5.5091398411
2018,05009,Boone County,Arkansas,8,8.8325340069
2018,05061,Howard County,Arkansas,8,16.120074635
2018,05089,Marion County,Arkansas,8,3.2087565959
2018,06059,Orange County,California,8,1.1212585853
2018,06089,Shasta County,California,8,6.9163622184
2018,06115,Yuba County,California,8,10.882040506
2018,08123,Weld County,Colorado,8,5.9144193842
2018,12081,Manatee County,Florida,8,6.1415377369
2018,13003,Atkinson County,Georgia,8,14.950574231
2018,13049,Charlton County,Georgia,8,3.1613532684
2018,13197,Marion County,Georgia,8,0.0026152339
2018,13263,Talbot County,Georgia,8,16.070528481
2018,16051,Jefferson County,Idaho,8,10.606544683
2018,16055,Kootenai County,Idaho,8,7.2947127843
2018,16087,Washington County,Idaho,8,6.6484033678
2018,17081,Jefferson County,Illinois,8,9.6857715973
2018,17099,Lasalle County,Illinois,8,7.5213263178
2018,17113,Mclean County,Illinois,8,8.7810538958
2018,17115,Macon County,Illinois,8,8.4771070651
2018,17187,Warren County,Illinois,8,2.8487708283
2018,18007,Benton County,Indiana,8,1.1039868053
2018,18105,Monroe County,Indiana,8,5.3460591327
2018,19087,Henry County,Iowa,8,10.449795042
2018,20017,Chase County,Kansas,8,31.688249923
2018,20039,Decatur County,Kansas,8,10.318603282
2018,20051,Ellis County,Kansas,8,7.6202821782
2018,20067,Grant County,Kansas,8,6.4482386136
2018,21003,Allen County,Kentucky,8,8.6515194408
2018,21061,Edmonson County,Kentucky,8,2.0177455924
2018,21077,Gallatin County,Kentucky,8,No Data
2018,25005,Bristol County,Massachusetts,8,4.0967603483
2018,25023,Plymouth County,Massachusetts,8,4.8051628174
2018,25027,Worcester County,Massachusetts,8,5.1208809135
2018,26011,Arenac County,Michigan,8,0.0018110722
2018,26019,Benzie County,Michigan,8,No Data
2018,26143,Roscommon County,Michigan,8,5.8865008553
2018,26147,St. Clair County,Michigan,8,12.246773701
2018,27097,Morrison County,Minnesota,8,9.3405979061
2018,27123,Ramsey County,Minnesota,8,5.2141529136
2018,27129,Renville County,Minnesota,8,9.2988958462
2018,28055,Issaquena County,Mississippi,8,15.420482613
2018,29007,Audrain County,Missouri,8,9.389153239
2018,29015,Benton County,Missouri,8,5.1778123646
2018,29121,Macon County,Missouri,8,12.494067177
2018,29145,Newton County,Missouri,8,5.6952482355
2018,29167,Polk County,Missouri,8,1.0406300957
2018,31107,Knox County,Nebraska,8,11.757695911
2018,31109,Lancaster County,Nebraska,8,4.7849073124
2018,32007,Elko County,Nevada,8,4.0856947913
2018,33003,Carroll County,New Hampshire,8,0.4511545364
2018,33005,Cheshire County,New Hampshire,8,4.2319652449
2018,34041,Warren County,New Jersey,8,7.8191010706
2018,35007,Colfax County,New Mexico,8,14.63506183
2018,35043,Sandoval County,New Mexico,8,18.422167339
2018,36031,Essex County,New York,8,0.6577216642
2018,36043,Herkimer County,New York,8,4.1768017953
2018,37007,Anson County,North Carolina,8,4.6267575376
2018,37029,Camden County,North Carolina,8,1.0496470926
2018,37087,Haywood County,North Carolina,8,3.2789239222
2018,39027,Clinton County,Ohio,8,12.326188286
2018,39069,Henry County,Ohio,8,1.7792655015
2018,39169,Wayne County,Ohio,8,4.8410954834
2018,40005,Atoka County,Oklahoma,8,14.985586767
2018,40029,Coal County,Oklahoma,8,11.285920569
2018,40085,Love County,Oklahoma,8,5.8252694391
2018,40151,Woods County,Oklahoma,8,7.8094139436
2018,41039,Lane County,Oregon,8,5.5280517987
2018,42031,Clarion County,Pennsylvania,8,5.9469535348
2018,42043,Dauphin County,Pennsylvania,8,8.4756582042
2018,42109,Snyder County,Pennsylvania,8,2.8260809253
2018,42115,Susquehanna County,Pennsylvania,8,6.1072852907
2018,42117,Tioga County,Pennsylvania,8,9.3775474063
2018,46035,Davison County,South Dakota,8,9.9845437271
2018,46099,Minnehaha County,South Dakota,8,4.9048133762
2018,46125,Turner County,South Dakota,8,0.7588469201
2018,47027,Clay County,Tennessee,8,0.084767096
2018,47165,Sumner County,Tennessee,8,7.2849452857
2018,48209,Hays County,Texas,8,2.449100261
2018,48339,Montgomery County,Texas,8,8.207499403
2018,48419,Shelby County,Texas,8,7.4844469638
2018,48451,Tom Green County,Texas,8,10.434047696
2018,49013,Duchesne County,Utah,8,6.7188741669
2018,49039,Sanpete County,Utah,8,8.1479456822
2018,50021,Rutland County,Vermont,8,4.9147103465
2018,51137,Orange County,Virginia,8,9.9512856482
2018,53005,Benton County,Washington,8,5.2280779195
2018,55011,Buffalo County,Wisconsin,8,5.4007113387
2018,55077,Marquette County,Wisconsin,8,0.3216564033
2018,55103,Richland County,Wisconsin,8,18.971361517
2018,55137,Waushara County,Wisconsin,8,5.0160936126
2018,56017,Hot Springs County,Wyoming,8,2.3721368019
2018,05073,Lafayette County,Arkansas,8.1,11.357702636
2018,06015,Del Norte County,California,8.1,14.445116634
2018,06095,Solano County,California,8.1,3.7806112006
2018,08003,Alamosa County,Colorado,8.1,12.574632801
2018,08021,Conejos County,Colorado,8.1,3.2568024256
2018,08075,Logan County,Colorado,8.1,7.9147721567
2018,13211,Morgan County,Georgia,8.1,10.981431576
2018,13223,Paulding County,Georgia,8.1,13.517618647
2018,13243,Randolph County,Georgia,8.1,18.41207172
2018,13317,Wilkes County,Georgia,8.1,6.8096726215
2018,15009,Maui County,Hawaii,8.1,5.759547507
2018,17051,Fayette County,Illinois,8.1,18.419976113
2018,17089,Kane County,Illinois,8.1,3.5024161805
2018,17101,Lawrence County,Illinois,8.1,7.8899505194
2018,17121,Marion County,Illinois,8.1,10.209779895
2018,17153,Pulaski County,Illinois,8.1,16.100428858
2018,17177,Stephenson County,Illinois,8.1,1.6959271061
2018,17179,Tazewell County,Illinois,8.1,9.2754665496
2018,18029,Dearborn County,Indiana,8.1,8.2775599767
2018,18057,Hamilton County,Indiana,8.1,5.4837281476
2018,18087,Lagrange County,Indiana,8.1,1.7284783951
2018,18117,Orange County,Indiana,8.1,0.3938804896
2018,18143,Scott County,Indiana,8.1,9.8410760504
2018,19037,Chickasaw County,Iowa,8.1,3.1657151986
2018,19055,Delaware County,Iowa,8.1,2.5898846972
2018,19165,Shelby County,Iowa,8.1,5.5855284607
2018,20055,Finney County,Kansas,8.1,10.702355626
2018,20069,Gray County,Kansas,8.1,11.88920072
2018,20089,Jewell County,Kansas,8.1,12.114315852
2018,21055,Crittenden County,Kentucky,8.1,4.7580371169
2018,21157,Marshall County,Kentucky,8.1,2.875682231
2018,21171,Monroe County,Kentucky,8.1,1.7213453183
2018,22091,St. Helena Parish,Louisiana,8.1,2.7409564851
2018,26023,Branch County,Michigan,8.1,6.388959891
2018,26119,Montmorency County,Michigan,8.1,1.1900349109
2018,26161,Washtenaw County,Michigan,8.1,6.0622713033
2018,27083,Lyon County,Minnesota,8.1,14.548982028
2018,27099,Mower County,Minnesota,8.1,5.8374259824
2018,27149,Stevens County,Minnesota,8.1,3.4411528605
2018,27151,Swift County,Minnesota,8.1,7.2930958016
2018,27157,Wabasha County,Minnesota,8.1,2.1517714414
2018,27159,Wadena County,Minnesota,8.1,2.251330523
2018,29037,Cass County,Missouri,8.1,8.4858593182
2018,29051,Cole County,Missouri,8.1,8.9010635765
2018,29103,Knox County,Missouri,8.1,7.8466556508
2018,29107,Lafayette County,Missouri,8.1,6.8139133594
2018,29151,Osage County,Missouri,8.1,3.6396460255
2018,29205,Shelby County,Missouri,8.1,15.21346534
2018,30015,Chouteau County,Montana,8.1,22.463795793
2018,30045,Judith Basin County,Montana,8.1,22.16499104
2018,31041,Custer County,Nebraska,8.1,14.411573864
2018,37103,Jones County,North Carolina,8.1,0.0846467345
2018,37119,Mecklenburg County,North Carolina,8.1,5.4744737079
2018,37159,Rowan County,North Carolina,8.1,8.8083921855
2018,37177,Tyrrell County,North Carolina,8.1,4.2146792512
2018,37179,Union County,North Carolina,8.1,7.5680186247
2018,38017,Cass County,North Dakota,8.1,3.2617305275
2018,39091,Logan County,Ohio,8.1,2.6432268219
2018,40065,Jackson County,Oklahoma,8.1,10.086207664
2018,40141,Tillman County,Oklahoma,8.1,17.691441392
2018,41007,Clatsop County,Oregon,8.1,3.725172418
2018,41051,Multnomah County,Oregon,8.1,1.5017137946
2018,46019,Butte County,South Dakota,8.1,16.823142035
2018,47005,Benton County,Tennessee,8.1,5.7688721062
2018,47043,Dickson County,Tennessee,8.1,3.9065369585
2018,48001,Anderson County,Texas,8.1,15.83915641
2018,48181,Grayson County,Texas,8.1,5.8968463393
2018,48183,Gregg County,Texas,8.1,9.9583359384
2018,48185,Grimes County,Texas,8.1,12.201203833
2018,48281,Lampasas County,Texas,8.1,5.895344939
2018,48287,Lee County,Texas,8.1,6.4460334662
2018,48325,Medina County,Texas,8.1,4.0486770051
2018,48367,Parker County,Texas,8.1,5.7540345516
2018,48405,San Augustine County,Texas,8.1,12.008859738
2018,48477,Washington County,Texas,8.1,7.2772156778
2018,51011,Appomattox County,Virginia,8.1,2.0415933563
2018,51085,Hanover County,Virginia,8.1,3.9725359068
2018,53001,Adams County,Washington,8.1,23.228694685
2018,53069,Wahkiakum County,Washington,8.1,4.4252393841
2018,55031,Douglas County,Wisconsin,8.1,8.5072598703
2018,55121,Trempealeau County,Wisconsin,8.1,3.7623814275
2018,02070,Dillingham Census Area,Alaska,8.2,31.466434246
2018,02122,Kenai Peninsula Borough,Alaska,8.2,7.8682757767
2018,02170,Matanuska-Susitna Borough,Alaska,8.2,8.187402145
2018,05067,Jackson County,Arkansas,8.2,14.269319856
2018,05095,Monroe County,Arkansas,8.2,14.983969818
2018,06033,Lake County,California,8.2,1.8896755599
2018,06053,Monterey County,California,8.2,5.0809179784
2018,08109,Saguache County,Colorado,8.2,15.727584076
2018,13043,Candler County,Georgia,8.2,0.3869191543
2018,13159,Jasper County,Georgia,8.2,1.13337915
2018,13165,Jenkins County,Georgia,8.2,0.5758647707
2018,13229,Pierce County,Georgia,8.2,3.4061811283
2018,17085,Jo Daviess County,Illinois,8.2,3.7906071486
2018,18129,Posey County,Indiana,8.2,8.3932994279
2018,19013,Black Hawk County,Iowa,8.2,9.4668403417
2018,19021,Buena Vista County,Iowa,8.2,5.6174031439
2018,19113,Linn County,Iowa,8.2,6.2545663362
2018,19123,Mahaska County,Iowa,8.2,8.3779244397
2018,19171,Tama County,Iowa,8.2,6.6647578678
2018,20003,Anderson County,Kansas,8.2,5.6260320729
2018,20005,Atchison County,Kansas,8.2,9.0620070265
2018,20123,Mitchell County,Kansas,8.2,8.8921329848
2018,20129,Morton County,Kansas,8.2,9.4164019184
2018,21113,Jessamine County,Kentucky,8.2,7.6943815306
2018,25009,Essex County,Massachusetts,8.2,4.1017444054
2018,26021,Berrien County,Michigan,8.2,9.5625033762
2018,26129,Ogemaw County,Michigan,8.2,0.0236508436
2018,27091,Martin County,Minnesota,8.2,7.630971019
2018,27169,Winona County,Minnesota,8.2,3.0245435431
2018,29045,Clark County,Missouri,8.2,4.4880963712
2018,29063,Dekalb County,Missouri,8.2,6.4041433028
2018,29105,Laclede County,Missouri,8.2,16.933108749
2018,29149,Oregon County,Missouri,8.2,8.6895081759
2018,29169,Pulaski County,Missouri,8.2,22.049822216
2018,29175,Randolph County,Missouri,8.2,6.0162802124
2018,29223,Wayne County,Missouri,8.2,17.765633389
2018,30083,Richland County,Montana,8.2,11.586055238
2018,31003,Antelope County,Nebraska,8.2,3.8642517304
2018,31033,Cheyenne County,Nebraska,8.2,5.423551549
2018,31053,Dodge County,Nebraska,8.2,8.2392516465
2018,31119,Madison County,Nebraska,8.2,7.8191688691
2018,31125,Nance County,Nebraska,8.2,1.3202484244
2018,36025,Delaware County,New York,8.2,3.6975849232
2018,37039,Cherokee County,North Carolina,8.2,3.1824514111
2018,37121,Mitchell County,North Carolina,8.2,1.7334266886
2018,39055,Geauga County,Ohio,8.2,4.0487556076
2018,40053,Grant County,Oklahoma,8.2,19.151402886
2018,40139,Texas County,Oklahoma,8.2,12.710964928
2018,41041,Lincoln County,Oregon,8.2,4.8479571387
2018,42027,Centre County,Pennsylvania,8.2,3.07943774
2018,42077,Lehigh County,Pennsylvania,8.2,4.186079269
2018,42095,Northampton County,Pennsylvania,8.2,4.7521639124
2018,46103,Pennington County,South Dakota,8.2,9.0046107605
2018,47123,Monroe County,Tennessee,8.2,5.8432314433
2018,48113,Dallas County,Texas,8.2,7.2364754536
2018,49021,Iron County,Utah,8.2,17.588701335
2018,51095,James City County,Virginia,8.2,8.6788451227
2018,51683,Manassas City,Virginia,8.2,1.8137628157
2018,53035,Kitsap County,Washington,8.2,7.8418419668
2018,55021,Columbia County,Wisconsin,8.2,4.6804817047
2018,01029,Cleburne County,Alabama,8.3,2.0248519297
2018,06005,Amador County,California,8.3,0.0956320635
2018,06045,Mendocino County,California,8.3,5.9221340266
2018,06085,Santa Clara County,California,8.3,0.9662712389
2018,09011,New London County,Connecticut,8.3,7.6796184154
2018,12089,Nassau County,Florida,8.3,12.127965923
2018,13059,Clarke County,Georgia,8.3,21.828871832
2018,16063,Lincoln County,Idaho,8.3,41.785711611
2018,16071,Oneida County,Idaho,8.3,5.3018657801
2018,19059,Dickinson County,Iowa,8.3,1.8840215449
2018,19083,Hardin County,Iowa,8.3,2.3945456877
2018,19105,Jones County,Iowa,8.3,4.7395727677
2018,20041,Dickinson County,Kansas,8.3,4.9660269509
2018,20109,Logan County,Kansas,8.3,4.8834433878
2018,20135,Ness County,Kansas,8.3,9.7575259856
2018,20143,Ottawa County,Kansas,8.3,9.920968966
2018,21087,Green County,Kentucky,8.3,4.2018459785
2018,21179,Nelson County,Kentucky,8.3,1.3145739393
2018,22063,Livingston Parish,Louisiana,8.3,7.8057345626
2018,25003,Berkshire County,Massachusetts,8.3,6.012801394
2018,25025,Suffolk County,Massachusetts,8.3,0.209738281
2018,26039,Crawford County,Michigan,8.3,2.1868671938
