Severe Housing Cost Burden-Percent; NaturalBreaks
Data downloaded on 27-September-2023
Year,County_FIPS,County,State,Diagnosed Diabetes Percentage,Severe Housing Cost Burden
2018,38047,Logan County,North Dakota,7.6,5.9299191375
2018,39127,Perry County,Ohio,7.6,11.568262823
2018,39163,Vinton County,Ohio,7.6,9.9938182567
2018,41005,Clackamas County,Oregon,7.6,14.179285204
2018,41049,Morrow County,Oregon,7.6,7.6395939086
2018,41063,Wallowa County,Oregon,7.6,9.3697337378
2018,42111,Somerset County,Pennsylvania,7.6,7.3430631264
2018,46039,Deuel County,South Dakota,7.6,5.0558495003
2018,46049,Faulk County,South Dakota,7.6,8.6513994911
2018,48059,Callahan County,Texas,7.6,6.1176927559
2018,48135,Ector County,Texas,7.6,11.830478257
2018,48197,Hardeman County,Texas,7.6,5.1071878941
2018,48381,Randall County,Texas,7.6,10.663294444
2018,49023,Juab County,Utah,7.6,5.7488207547
2018,49029,Morgan County,Utah,7.6,5.1350549124
2018,49035,Salt Lake County,Utah,7.6,11.024554472
2018,50005,Caledonia County,Vermont,7.6,13.367022577
2018,51003,Albemarle County,Virginia,7.6,12.514048375
2018,51021,Bland County,Virginia,7.6,7.8440161363
2018,51115,Mathews County,Virginia,7.6,11.166448231
2018,51685,Manassas Park City,Virginia,7.6,12.590006546
2018,53033,King County,Washington,7.6,14.282333894
2018,55061,Kewaunee County,Wisconsin,7.6,6.8493150685
2018,56007,Carbon County,Wyoming,7.6,9.0519458255
2018,56045,Weston County,Wyoming,7.6,9.4698354662
2018,05083,Logan County,Arkansas,7.7,5.7404114808
2018,05117,Prairie County,Arkansas,7.7,5.5778032037
2018,05127,Scott County,Arkansas,7.7,9.5997907403
2018,06035,Lassen County,California,7.7,13.097525144
2018,06103,Tehama County,California,7.7,18.586476385
2018,08001,Adams County,Colorado,7.7,14.038411328
2018,08099,Prowers County,Colorado,7.7,10.012782275
2018,12103,Pinellas County,Florida,7.7,15.833795372
2018,13111,Fannin County,Georgia,7.7,10.279308379
2018,13171,Lamar County,Georgia,7.7,12.936778807
2018,13241,Rabun County,Georgia,7.7,16.799638717
2018,17025,Clay County,Illinois,7.7,7.1082089552
2018,17163,St. Clair County,Illinois,7.7,13.638882841
2018,17167,Sangamon County,Illinois,7.7,12.397530985
2018,18147,Spencer County,Indiana,7.7,5.869916677
2018,18151,Steuben County,Indiana,7.7,8.101918122
2018,19091,Humboldt County,Iowa,7.7,6.3862138875
2018,19139,Muscatine County,Iowa,7.7,8.6767626614
2018,19183,Washington County,Iowa,7.7,7.2223510318
2018,20025,Clark County,Kansas,7.7,8.564535585
2018,20111,Lyon County,Kansas,7.7,10.581970331
2018,22049,Jackson Parish,Louisiana,7.7,13.327032136
2018,22125,West Feliciana Parish,Louisiana,7.7,8.1025110018
2018,23007,Franklin County,Maine,7.7,7.8907940736
2018,26061,Houghton County,Michigan,7.7,14.050719671
2018,26071,Iron County,Michigan,7.7,11.002643889
2018,26097,Mackinac County,Michigan,7.7,13.012295082
2018,26109,Menominee County,Michigan,7.7,7.5545937439
2018,26137,Otsego County,Michigan,7.7,11.420982736
2018,27011,Big Stone County,Minnesota,7.7,7.8341013825
2018,27119,Polk County,Minnesota,7.7,10.761111569
2018,27173,Yellow Medicine County,Minnesota,7.7,7.5466935891
2018,29017,Bollinger County,Missouri,7.7,11.564467242
2018,29025,Caldwell County,Missouri,7.7,9.3415869443
2018,29067,Douglas County,Missouri,7.7,8.9605734767
2018,29079,Grundy County,Missouri,7.7,8.6403392526
2018,29157,Perry County,Missouri,7.7,6.5146134936
2018,30033,Garfield County,Montana,7.7,11.466666667
2018,30053,Lincoln County,Montana,7.7,15.939233181
2018,31065,Furnas County,Nebraska,7.7,9.2885375494
2018,31133,Pawnee County,Nebraska,7.7,7.6058772688
2018,32015,Lander County,Nevada,7.7,11.972477064
2018,33001,Belknap County,New Hampshire,7.7,13.955253696
2018,33013,Merrimack County,New Hampshire,7.7,11.675998763
2018,37019,Brunswick County,North Carolina,7.7,14.175118735
2018,37033,Caswell County,North Carolina,7.7,10.338805449
2018,37173,Swain County,North Carolina,7.7,10.988186762
2018,38009,Bottineau County,North Dakota,7.7,7.0997515087
2018,38015,Burleigh County,North Dakota,7.7,9.0728715729
2018,38075,Renville County,North Dakota,7.7,5.1876379691
2018,38083,Sheridan County,North Dakota,7.7,9.3701996928
2018,39051,Fulton County,Ohio,7.7,7.2647458885
2018,39123,Ottawa County,Ohio,7.7,7.949790795
2018,41035,Klamath County,Oregon,7.7,16.845865073
2018,42049,Erie County,Pennsylvania,7.7,13.091517857
2018,42069,Lackawanna County,Pennsylvania,7.7,13.335455875
2018,46011,Brookings County,South Dakota,7.7,10.616543665
2018,46087,Mccook County,South Dakota,7.7,7.1222329163
2018,46089,Mcpherson County,South Dakota,7.7,5.4945054945
2018,46123,Tripp County,South Dakota,7.7,9.4312796209
2018,46135,Yankton County,South Dakota,7.7,5.7158176944
2018,47003,Bedford County,Tennessee,7.7,12.317732832
2018,47129,Morgan County,Tennessee,7.7,9.258483452
2018,47135,Perry County,Tennessee,7.7,7.4731779504
2018,47175,Van Buren County,Tennessee,7.7,4.1847041847
2018,48013,Atascosa County,Texas,7.7,6.3922648224
2018,48161,Freestone County,Texas,7.7,9.887786632
2018,48221,Hood County,Texas,7.7,9.8428160283
2018,48313,Madison County,Texas,7.7,8.3248987854
2018,48375,Potter County,Texas,7.7,16.335368451
2018,48395,Robertson County,Texas,7.7,10.619055044
2018,48441,Taylor County,Texas,7.7,11.049040424
2018,48479,Webb County,Texas,7.7,15.420230389
2018,49025,Kane County,Utah,7.7,7.2623574144
2018,50013,Grand Isle County,Vermont,7.7,15.295322636
2018,51036,Charles City County,Virginia,7.7,13.219393094
2018,51045,Craig County,Virginia,7.7,6.2875635691
2018,51125,Nelson County,Virginia,7.7,10.821917808
2018,51179,Stafford County,Virginia,7.7,8.55174448
2018,51690,Martinsville City,Virginia,7.7,19.172234595
2018,54073,Pleasants County,West Virginia,7.7,5.6374355195
2018,55035,Eau Claire County,Wisconsin,7.7,11.052425665
2018,55039,Fond Du Lac County,Wisconsin,7.7,7.9589748587
2018,02180,Nome Census Area,Alaska,7.8,11.555203799
2018,04003,Cochise County,Arizona,7.8,10.704225352
2018,06069,San Benito County,California,7.8,15.491155857
2018,06073,San Diego County,California,7.8,20.404607904
2018,06079,San Luis Obispo County,California,7.8,18.420543947
2018,06097,Sonoma County,California,7.8,18.20354338
2018,06113,Yolo County,California,7.8,19.07497525
2018,12017,Citrus County,Florida,7.8,11.22556367
2018,12061,Indian River County,Florida,7.8,12.716714358
2018,13007,Baker County,Georgia,7.8,10.693877551
2018,13083,Dade County,Georgia,7.8,9.6064615913
2018,13085,Dawson County,Georgia,7.8,8.2826086957
2018,13133,Greene County,Georgia,7.8,13.706945229
2018,13147,Hart County,Georgia,7.8,13.44873502
2018,13161,Jeff Davis County,Georgia,7.8,9.8507462687
2018,13221,Oglethorpe County,Georgia,7.8,12.846687211
2018,13307,Webster County,Georgia,7.8,10.642377756
2018,16075,Payette County,Idaho,7.8,8.3034513671
2018,17077,Jackson County,Illinois,7.8,18.428172456
2018,18015,Carroll County,Indiana,7.8,6.7038398175
2018,18121,Parke County,Indiana,7.8,8.5172953242
2018,18131,Pulaski County,Indiana,7.8,6.8490333196
2018,19005,Allamakee County,Iowa,7.8,9.390818642
2018,19111,Lee County,Iowa,7.8,9.3985496943
2018,19115,Louisa County,Iowa,7.8,8.5101253616
2018,20029,Cloud County,Kansas,7.8,7.9401611047
2018,20033,Comanche County,Kansas,7.8,4.6831955923
2018,20121,Miami County,Kansas,7.8,11.831315892
2018,20171,Scott County,Kansas,7.8,8.4577114428
2018,21041,Carroll County,Kentucky,7.8,11.826086957
2018,21141,Logan County,Kentucky,7.8,10.017063134
2018,21211,Shelby County,Kentucky,7.8,9.2261904762
2018,21227,Warren County,Kentucky,7.8,14.077079943
2018,22043,Grant Parish,Louisiana,7.8,7.8404815651
2018,22113,Vermilion Parish,Louisiana,7.8,6.4890252085
2018,26059,Hillsdale County,Michigan,7.8,8.643738574
2018,26125,Oakland County,Michigan,7.8,11.416312615
2018,27003,Anoka County,Minnesota,7.8,8.4906544977
2018,27059,Isanti County,Minnesota,7.8,9.859060851
2018,27085,Mcleod County,Minnesota,7.8,8.5209560097
2018,29119,Mcdonald County,Missouri,7.8,7.1253388408
2018,29179,Reynolds County,Missouri,7.8,5.76
2018,29211,Sullivan County,Missouri,7.8,6.8716962999
2018,30049,Lewis And Clark County,Montana,7.8,10.164157219
2018,30109,Wibaux County,Montana,7.8,7.1759259259
2018,31061,Franklin County,Nebraska,7.8,9.21875
2018,31077,Greeley County,Nebraska,7.8,9.0909090909
2018,31089,Holt County,Nebraska,7.8,8.386487125
2018,31095,Jefferson County,Nebraska,7.8,11.505588429
2018,31167,Stanton County,Nebraska,7.8,8.4065244668
2018,31179,Wayne County,Nebraska,7.8,14.574353448
2018,32013,Humboldt County,Nevada,7.8,7.3983341499
2018,33019,Sullivan County,New Hampshire,7.8,11.638445027
2018,34037,Sussex County,New Jersey,7.8,13.334461301
2018,38057,Mercer County,North Dakota,7.8,6.2675660483
2018,38063,Nelson County,North Dakota,7.8,4.932735426
2018,39005,Ashland County,Ohio,7.8,8.7606300005
2018,40061,Haskell County,Oklahoma,7.8,10.820399113
2018,40113,Osage County,Oklahoma,7.8,9.657178712
2018,41053,Polk County,Oregon,7.8,14.555283215
2018,42045,Delaware County,Pennsylvania,7.8,14.972759539
2018,42083,Mckean County,Pennsylvania,7.8,8.9822550155
2018,46003,Aurora County,South Dakota,7.8,5.069124424
2018,47033,Crockett County,Tennessee,7.8,10.392565902
2018,47057,Grainger County,Tennessee,7.8,11.015068333
2018,47189,Wilson County,Tennessee,7.8,9.1179524038
2018,48157,Fort Bend County,Texas,7.8,11.499500524
2018,48429,Stephens County,Texas,7.8,13.45971564
2018,49027,Millard County,Utah,7.8,5.3212359
2018,49041,Sevier County,Utah,7.8,8.0530489472
2018,51071,Giles County,Virginia,7.8,8.7566220006
2018,51157,Rappahannock County,Virginia,7.8,9.9926524614
2018,51177,Spotsylvania County,Virginia,7.8,10.253829811
2018,51680,Lynchburg City,Virginia,7.8,13.239004058
2018,55081,Monroe County,Wisconsin,7.8,8.6485253009
2018,56037,Sweetwater County,Wyoming,7.8,8.6837473108
2018,02016,Aleutians West Census Area,Alaska,7.9,5.5989583333
2018,02090,Fairbanks North Star Borough,Alaska,7.9,11.679596806
2018,05097,Montgomery County,Arkansas,7.9,6.4220183486
2018,12015,Charlotte County,Florida,7.9,13.492226648
2018,12073,Leon County,Florida,7.9,18.826808677
2018,13053,Chattahoochee County,Georgia,7.9,15.355329949
2018,13149,Heard County,Georgia,7.9,11.620517476
2018,13209,Montgomery County,Georgia,7.9,8.3686440678
2018,13239,Quitman County,Georgia,7.9,10.171428571
2018,13273,Terrell County,Georgia,7.9,17.160578911
2018,13309,Wheeler County,Georgia,7.9,9.3399750934
2018,15007,Kauai County,Hawaii,7.9,16.757930941
2018,16079,Shoshone County,Idaho,7.9,8.6939942803
2018,17023,Clark County,Illinois,7.9,6.4877300613
2018,17035,Cumberland County,Illinois,7.9,5.717791411
2018,17073,Henry County,Illinois,7.9,6.7686483168
2018,17127,Massac County,Illinois,7.9,9.4886468525
2018,17137,Morgan County,Illinois,7.9,10.18919535
2018,18033,Dekalb County,Indiana,7.9,6.7847674138
2018,18073,Jasper County,Indiana,7.9,7.8460038986
2018,18175,Washington County,Indiana,7.9,8.2692307692
2018,19177,Van Buren County,Iowa,7.9,7.9789103691
2018,20083,Hodgeman County,Kansas,7.9,9.1412742382
2018,20115,Marion County,Kansas,7.9,5.9711007225
2018,20195,Trego County,Kansas,7.9,3.0581039755
2018,21057,Cumberland County,Kentucky,7.9,10.48862679
2018,21075,Fulton County,Kentucky,7.9,13.551595524
2018,21151,Madison County,Kentucky,7.9,12.339926559
2018,21205,Rowan County,Kentucky,7.9,11.028867506
2018,23031,York County,Maine,7.9,11.791662272
2018,25013,Hampden County,Massachusetts,7.9,15.928726315
2018,26013,Baraga County,Michigan,7.9,9.0190915076
2018,27025,Chisago County,Minnesota,7.9,8.6432713457
2018,27057,Hubbard County,Minnesota,7.9,9.4156224382
2018,27093,Meeker County,Minnesota,7.9,7.6846417894
2018,27111,Otter Tail County,Minnesota,7.9,10.297922056
2018,27147,Steele County,Minnesota,7.9,9.0435378814
2018,28045,Hancock County,Mississippi,7.9,12.77100271
2018,29073,Gasconade County,Missouri,7.9,5.0951086957
2018,30077,Powell County,Montana,7.9,6.7550235143
2018,32017,Lincoln County,Nevada,7.9,9.7072419106
2018,35041,Roosevelt County,New Mexico,7.9,16.70057912
2018,36055,Monroe County,New York,7.9,14.737207958
2018,36069,Ontario County,New York,7.9,9.2813169165
2018,36111,Ulster County,New York,7.9,18.074807644
2018,37053,Currituck County,North Carolina,7.9,11.253805175
2018,37175,Transylvania County,North Carolina,7.9,8.6336605288
2018,39159,Union County,Ohio,7.9,6.6167474184
2018,40077,Latimer County,Oklahoma,7.9,7.2289156627
2018,42105,Potter County,Pennsylvania,7.9,10.667918035
2018,46057,Hamlin County,South Dakota,7.9,5.8441558442
2018,47133,Overton County,Tennessee,7.9,9.881706297
2018,47173,Union County,Tennessee,7.9,8.3309227654
2018,48455,Trinity County,Texas,7.9,6.5732572219
2018,48481,Wharton County,Texas,7.9,11.788007103
2018,50009,Essex County,Vermont,7.9,14.683544304
2018,51049,Cumberland County,Virginia,7.9,10.338725986
2018,51051,Dickenson County,Virginia,7.9,15.457903947
2018,51141,Patrick County,Virginia,7.9,8.1137022216
2018,51181,Surry County,Virginia,7.9,10.178710179
2018,55139,Winnebago County,Wisconsin,7.9,9.7893058727
2018,02050,Bethel Census Area,Alaska,8,11.402195609
2018,04013,Maricopa County,Arizona,8,13.806087854
2018,05009,Boone County,Arkansas,8,7.556605084
2018,05061,Howard County,Arkansas,8,9.0515463918
2018,05089,Marion County,Arkansas,8,11.415594247
2018,06059,Orange County,California,8,19.680292624
2018,06089,Shasta County,California,8,18.783586089
2018,06115,Yuba County,California,8,15.437211847
2018,08123,Weld County,Colorado,8,13.172805953
2018,12081,Manatee County,Florida,8,14.373236324
2018,13003,Atkinson County,Georgia,8,9.2998204668
2018,13049,Charlton County,Georgia,8,14.528722811
2018,13197,Marion County,Georgia,8,8.0050425465
2018,13263,Talbot County,Georgia,8,10.290237467
2018,16051,Jefferson County,Idaho,8,7.2615092549
2018,16055,Kootenai County,Idaho,8,11.383925069
2018,16087,Washington County,Idaho,8,13.153497255
2018,17081,Jefferson County,Illinois,8,9.4411247803
2018,17099,Lasalle County,Illinois,8,10.481315123
2018,17113,Mclean County,Illinois,8,11.094527363
2018,17115,Macon County,Illinois,8,11.709557518
2018,17187,Warren County,Illinois,8,7.0905763952
2018,18007,Benton County,Indiana,8,10.156011013
2018,18105,Monroe County,Indiana,8,17.775899452
2018,19087,Henry County,Iowa,8,6.3935102434
2018,20017,Chase County,Kansas,8,6.6603235014
2018,20039,Decatur County,Kansas,8,7.0318282754
2018,20051,Ellis County,Kansas,8,12.144295596
2018,20067,Grant County,Kansas,8,3.3050847458
2018,21003,Allen County,Kentucky,8,11.130434783
2018,21061,Edmonson County,Kentucky,8,6.7629815745
2018,21077,Gallatin County,Kentucky,8,9.2061374249
2018,25005,Bristol County,Massachusetts,8,14.460674785
2018,25023,Plymouth County,Massachusetts,8,14.369256026
2018,25027,Worcester County,Massachusetts,8,13.548511411
2018,26011,Arenac County,Michigan,8,8.2105922908
2018,26019,Benzie County,Michigan,8,10.679323643
2018,26143,Roscommon County,Michigan,8,10.960879755
2018,26147,St. Clair County,Michigan,8,10.597362296
2018,27097,Morrison County,Minnesota,8,9.2894517328
2018,27123,Ramsey County,Minnesota,8,13.391295102
2018,27129,Renville County,Minnesota,8,8.5778391439
2018,28055,Issaquena County,Mississippi,8,11.197916667
2018,29007,Audrain County,Missouri,8,8.4398687634
2018,29015,Benton County,Missouri,8,12.8866641
2018,29121,Macon County,Missouri,8,7.7713887437
2018,29145,Newton County,Missouri,8,8.6504704395
2018,29167,Polk County,Missouri,8,12.11613131
2018,31107,Knox County,Nebraska,8,5.4685190659
2018,31109,Lancaster County,Nebraska,8,11.868507646
2018,32007,Elko County,Nevada,8,8.5036702428
2018,33003,Carroll County,New Hampshire,8,13.244849993
2018,33005,Cheshire County,New Hampshire,8,12.603173534
2018,34041,Warren County,New Jersey,8,12.492144066
2018,35007,Colfax County,New Mexico,8,10.462594868
2018,35043,Sandoval County,New Mexico,8,10.380203993
2018,36031,Essex County,New York,8,10.625557396
2018,36043,Herkimer County,New York,8,8.4670634106
2018,37007,Anson County,North Carolina,8,17.83859801
2018,37029,Camden County,North Carolina,8,10.029263102
2018,37087,Haywood County,North Carolina,8,12.81801914
2018,39027,Clinton County,Ohio,8,11.188767551
2018,39069,Henry County,Ohio,8,6.5748104309
2018,39169,Wayne County,Ohio,8,8.6735286601
2018,40005,Atoka County,Oklahoma,8,8.5837793331
2018,40029,Coal County,Oklahoma,8,7.8581696215
2018,40085,Love County,Oklahoma,8,8.4287531807
2018,40151,Woods County,Oklahoma,8,8.9428191489
2018,41039,Lane County,Oregon,8,17.62445473
2018,42031,Clarion County,Pennsylvania,8,11.000719001
2018,42043,Dauphin County,Pennsylvania,8,12.381982957
2018,42109,Snyder County,Pennsylvania,8,7.272214784
2018,42115,Susquehanna County,Pennsylvania,8,11.762182041
2018,42117,Tioga County,Pennsylvania,8,10.404329831
2018,46035,Davison County,South Dakota,8,11.197285507
2018,46099,Minnehaha County,South Dakota,8,9.4303928682
2018,46125,Turner County,South Dakota,8,8.0311657177
2018,47027,Clay County,Tennessee,8,8.67754252
2018,47165,Sumner County,Tennessee,8,10.13611439
2018,48209,Hays County,Texas,8,16.563396905
2018,48339,Montgomery County,Texas,8,10.779980533
2018,48419,Shelby County,Texas,8,10.212335693
2018,48451,Tom Green County,Texas,8,10.820931349
2018,49013,Duchesne County,Utah,8,10.901972594
2018,49039,Sanpete County,Utah,8,8.5565217391
2018,50021,Rutland County,Vermont,8,14.671565263
2018,51137,Orange County,Virginia,8,10.605601817
2018,53005,Benton County,Washington,8,9.7566090227
2018,55011,Buffalo County,Wisconsin,8,9.8469846985
2018,55077,Marquette County,Wisconsin,8,9.13359588
2018,55103,Richland County,Wisconsin,8,12.258512856
2018,55137,Waushara County,Wisconsin,8,10.119047619
2018,56017,Hot Springs County,Wyoming,8,9.1405861898
2018,05073,Lafayette County,Arkansas,8.1,11.448598131
2018,06015,Del Norte County,California,8.1,15.861187992
2018,06095,Solano County,California,8.1,15.924790766
2018,08003,Alamosa County,Colorado,8.1,11.564513464
2018,08021,Conejos County,Colorado,8.1,11.304931231
2018,08075,Logan County,Colorado,8.1,9.2992796333
2018,13211,Morgan County,Georgia,8.1,9.3202730781
2018,13223,Paulding County,Georgia,8.1,9.6562436436
2018,13243,Randolph County,Georgia,8.1,16.243450222
2018,13317,Wilkes County,Georgia,8.1,16.077085533
2018,15009,Maui County,Hawaii,8.1,18.45413162
2018,17051,Fayette County,Illinois,8.1,8.9955627269
2018,17089,Kane County,Illinois,8.1,12.607729749
2018,17101,Lawrence County,Illinois,8.1,5.884365378
2018,17121,Marion County,Illinois,8.1,9.1149358602
2018,17153,Pulaski County,Illinois,8.1,10.294878427
2018,17177,Stephenson County,Illinois,8.1,11.072920522
2018,17179,Tazewell County,Illinois,8.1,8.4192374744
2018,18029,Dearborn County,Indiana,8.1,8.2360466976
2018,18057,Hamilton County,Indiana,8.1,7.3790365664
2018,18087,Lagrange County,Indiana,8.1,6.3579017264
2018,18117,Orange County,Indiana,8.1,7.9113093676
2018,18143,Scott County,Indiana,8.1,8.1676701125
2018,19037,Chickasaw County,Iowa,8.1,7.5494549859
2018,19055,Delaware County,Iowa,8.1,9.6984999257
2018,19165,Shelby County,Iowa,8.1,8.0578512397
2018,20055,Finney County,Kansas,8.1,10.090386196
2018,20069,Gray County,Kansas,8.1,3.0157970321
2018,20089,Jewell County,Kansas,8.1,7.9571537873
2018,21055,Crittenden County,Kentucky,8.1,9.1170549324
2018,21157,Marshall County,Kentucky,8.1,7.0253164557
2018,21171,Monroe County,Kentucky,8.1,12.154696133
2018,22091,St. Helena Parish,Louisiana,8.1,12.568940493
2018,26023,Branch County,Michigan,8.1,8.7622814064
2018,26119,Montmorency County,Michigan,8.1,11.766076421
2018,26161,Washtenaw County,Michigan,8.1,15.979348269
2018,27083,Lyon County,Minnesota,8.1,10.215434409
2018,27099,Mower County,Minnesota,8.1,9.6048121079
2018,27149,Stevens County,Minnesota,8.1,10.909090909
2018,27151,Swift County,Minnesota,8.1,8.9003944773
2018,27157,Wabasha County,Minnesota,8.1,10.054102795
2018,27159,Wadena County,Minnesota,8.1,8.8957613244
2018,29037,Cass County,Missouri,8.1,8.1003112584
2018,29051,Cole County,Missouri,8.1,6.9292561091
2018,29103,Knox County,Missouri,8.1,8.4410646388
2018,29107,Lafayette County,Missouri,8.1,8.8903362371
2018,29151,Osage County,Missouri,8.1,4.8045127407
2018,29205,Shelby County,Missouri,8.1,7.989800255
2018,30015,Chouteau County,Montana,8.1,7.5980392157
2018,30045,Judith Basin County,Montana,8.1,15.260545906
2018,31041,Custer County,Nebraska,8.1,10.281597904
2018,37103,Jones County,North Carolina,8.1,11.363636364
2018,37119,Mecklenburg County,North Carolina,8.1,13.37987357
2018,37159,Rowan County,North Carolina,8.1,11.444416436
2018,37177,Tyrrell County,North Carolina,8.1,13.065976714
2018,37179,Union County,North Carolina,8.1,8.2194126169
2018,38017,Cass County,North Dakota,8.1,10.514905861
2018,39091,Logan County,Ohio,8.1,8.4094453108
2018,40065,Jackson County,Oklahoma,8.1,7.2925764192
2018,40141,Tillman County,Oklahoma,8.1,8.3813917724
2018,41007,Clatsop County,Oregon,8.1,13.930348259
2018,41051,Multnomah County,Oregon,8.1,17.489854771
2018,46019,Butte County,South Dakota,8.1,11.910609037
2018,47005,Benton County,Tennessee,8.1,10.243195362
2018,47043,Dickson County,Tennessee,8.1,6.9706103994
2018,48001,Anderson County,Texas,8.1,9.0759493671
2018,48181,Grayson County,Texas,8.1,10.972798525
2018,48183,Gregg County,Texas,8.1,12.786242538
2018,48185,Grimes County,Texas,8.1,7.6648224988
2018,48281,Lampasas County,Texas,8.1,11.277602524
2018,48287,Lee County,Texas,8.1,11.564396494
2018,48325,Medina County,Texas,8.1,9.7026502909
2018,48367,Parker County,Texas,8.1,10.310314783
2018,48405,San Augustine County,Texas,8.1,10.160427807
2018,48477,Washington County,Texas,8.1,11.131300363
2018,51011,Appomattox County,Virginia,8.1,7.6131687243
2018,51085,Hanover County,Virginia,8.1,8.1580575317
2018,53001,Adams County,Washington,8.1,9.7219762706
2018,53069,Wahkiakum County,Washington,8.1,12.850971922
2018,55031,Douglas County,Wisconsin,8.1,9.6269424441
2018,55121,Trempealeau County,Wisconsin,8.1,7.712585034
2018,02070,Dillingham Census Area,Alaska,8.2,9.1197462331
2018,02122,Kenai Peninsula Borough,Alaska,8.2,11.008127763
2018,02170,Matanuska-Susitna Borough,Alaska,8.2,13.090462016
2018,05067,Jackson County,Arkansas,8.2,10.985164194
2018,05095,Monroe County,Arkansas,8.2,6.25
2018,06033,Lake County,California,8.2,17.152735408
2018,06053,Monterey County,California,8.2,18.414165111
2018,08109,Saguache County,Colorado,8.2,13.340935006
2018,13043,Candler County,Georgia,8.2,12.635281385
2018,13159,Jasper County,Georgia,8.2,10.860534125
2018,13165,Jenkins County,Georgia,8.2,19.522514355
2018,13229,Pierce County,Georgia,8.2,8.3345691829
2018,17085,Jo Daviess County,Illinois,8.2,9.9159146842
2018,18129,Posey County,Indiana,8.2,8.6196623635
2018,19013,Black Hawk County,Iowa,8.2,12.493044496
2018,19021,Buena Vista County,Iowa,8.2,7.1672821775
2018,19113,Linn County,Iowa,8.2,8.7713056337
2018,19123,Mahaska County,Iowa,8.2,10.60713442
2018,19171,Tama County,Iowa,8.2,10.33982928
2018,20003,Anderson County,Kansas,8.2,10.826306914
2018,20005,Atchison County,Kansas,8.2,10.911650827
2018,20123,Mitchell County,Kansas,8.2,8.2203041513
2018,20129,Morton County,Kansas,8.2,11.96013289
2018,21113,Jessamine County,Kentucky,8.2,10.696894276
2018,25009,Essex County,Massachusetts,8.2,17.234274926
2018,26021,Berrien County,Michigan,8.2,12.473297132
2018,26129,Ogemaw County,Michigan,8.2,10.702341137
2018,27091,Martin County,Minnesota,8.2,9.4791177851
2018,27169,Winona County,Minnesota,8.2,10.094142259
2018,29045,Clark County,Missouri,8.2,6.1635717108
2018,29063,Dekalb County,Missouri,8.2,6.7675378267
2018,29105,Laclede County,Missouri,8.2,8.2417982105
2018,29149,Oregon County,Missouri,8.2,14.913814639
2018,29169,Pulaski County,Missouri,8.2,11.68230748
2018,29175,Randolph County,Missouri,8.2,8.9634566766
2018,29223,Wayne County,Missouri,8.2,10.930778256
2018,30083,Richland County,Montana,8.2,11.894484412
2018,31003,Antelope County,Nebraska,8.2,7.5989032511
2018,31033,Cheyenne County,Nebraska,8.2,10.274454609
2018,31053,Dodge County,Nebraska,8.2,9.200837668
2018,31119,Madison County,Nebraska,8.2,11.176427364
2018,31125,Nance County,Nebraska,8.2,7.6458752515
2018,36025,Delaware County,New York,8.2,12.32365373
2018,37039,Cherokee County,North Carolina,8.2,9.8732106339
2018,37121,Mitchell County,North Carolina,8.2,10.031244861
2018,39055,Geauga County,Ohio,8.2,8.7678204795
2018,40053,Grant County,Oklahoma,8.2,3.7037037037
2018,40139,Texas County,Oklahoma,8.2,9.8378378378
2018,41041,Lincoln County,Oregon,8.2,14.714872481
2018,42027,Centre County,Pennsylvania,8.2,17.401206558
2018,42077,Lehigh County,Pennsylvania,8.2,14.002846404
2018,42095,Northampton County,Pennsylvania,8.2,12.037110529
2018,46103,Pennington County,South Dakota,8.2,10.33073207
2018,47123,Monroe County,Tennessee,8.2,8.4446456871
2018,48113,Dallas County,Texas,8.2,15.149836111
2018,49021,Iron County,Utah,8.2,10.469742859
2018,51095,James City County,Virginia,8.2,11.392838787
2018,51683,Manassas City,Virginia,8.2,15.378634738
2018,53035,Kitsap County,Washington,8.2,12.771597679
2018,55021,Columbia County,Wisconsin,8.2,9.4792889485
2018,01029,Cleburne County,Alabama,8.3,7.2544642857
2018,06005,Amador County,California,8.3,16.133942161
2018,06045,Mendocino County,California,8.3,20.068758058
2018,06085,Santa Clara County,California,8.3,15.804495813
2018,09011,New London County,Connecticut,8.3,12.610845681
2018,12089,Nassau County,Florida,8.3,10.62383242
2018,13059,Clarke County,Georgia,8.3,23.59409625
2018,16063,Lincoln County,Idaho,8.3,8.6175942549
2018,16071,Oneida County,Idaho,8.3,7.6359193647
2018,19059,Dickinson County,Iowa,8.3,9.7546087169
2018,19083,Hardin County,Iowa,8.3,9.2145677929
2018,19105,Jones County,Iowa,8.3,9.0039037905
2018,20041,Dickinson County,Kansas,8.3,7.7726975833
2018,20109,Logan County,Kansas,8.3,10.795454545
2018,20135,Ness County,Kansas,8.3,5.7480980558
2018,20143,Ottawa County,Kansas,8.3,8.5034013605
2018,21087,Green County,Kentucky,8.3,10.385259631
2018,21179,Nelson County,Kentucky,8.3,7.6313237894
2018,22063,Livingston Parish,Louisiana,8.3,7.0345300317
2018,25003,Berkshire County,Massachusetts,8.3,13.824472448
2018,25025,Suffolk County,Massachusetts,8.3,21.331796289
2018,26039,Crawford County,Michigan,8.3,11.03565365
2018,26067,Ionia County,Michigan,8.3,7.6089351016
2018,27063,Jackson County,Minnesota,8.3,6.8853974122
2018,27073,Lac Qui Parle County,Minnesota,8.3,7.7027948194
2018,27161,Waseca County,Minnesota,8.3,10.395153518
